,,,,rank,,,,,,
1001,愛知県,常滑市,55223,323,4.26019529,,,,,
1002,愛知県,江南市,55223,323,4.26019529,,,,,
1003,愛知県,小牧市,55223,323,4.26019529,,,,,
1004,愛知県,稲沢市,55223,323,4.26019529,,,,,
1005,愛知県,新城市,55223,323,4.26019529,,,,,
1006,愛知県,東海市,55223,323,4.26019529,,,,,
1007,愛知県,大府市,55223,323,4.26019529,,,,,
1008,愛知県,知多市,55223,323,4.26019529,,,,,
1009,愛知県,知立市,55223,323,4.26019529,,,,,
1010,愛知県,尾張旭市,55223,323,4.26019529,,,,,
1011,愛知県,高浜市,55223,323,4.26019529,,,,,
1012,愛知県,岩倉市,55223,323,4.26019529,,,,,
1013,愛知県,豊明市,55223,323,4.26019529,,,,,
1014,愛知県,日進市,55223,323,4.26019529,,,,,
1015,愛知県,田原市,55223,323,4.26019529,,,,,
1016,愛知県,愛西市,55223,323,4.26019529,,,,,
1017,愛知県,清須市,55223,323,4.26019529,,,,,
1018,愛知県,北名古屋市,55223,323,4.26019529,,,,,
1019,愛知県,弥富市,55223,323,4.26019529,,,,,
1020,愛知県,みよし市,55223,323,4.26019529,,,,,
1021,愛知県,あま市,55223,323,4.26019529,,,,,
1022,愛知県,長久手市,55223,323,4.26019529,,,,,
1023,愛知県,東郷町,55223,323,4.26019529,,,,,
1024,愛知県,豊山町,55223,323,4.26019529,,,,,
1025,愛知県,大口町,55223,323,4.26019529,,,,,
1026,愛知県,扶桑町,55223,323,4.26019529,,,,,
1027,愛知県,大治町,55223,323,4.26019529,,,,,
1028,愛知県,蟹江町,55223,323,4.26019529,,,,,
1029,愛知県,飛島村,55223,323,4.26019529,,,,,
1030,愛知県,阿久比町,55223,323,4.26019529,,,,,
1031,愛知県,東浦町,55223,323,4.26019529,,,,,
1032,愛知県,南知多町,55223,323,4.26019529,,,,,
1033,愛知県,美浜町,55223,323,4.26019529,,,,,
1034,愛知県,武豊町,55223,323,4.26019529,,,,,
1035,愛知県,幸田町,55223,323,4.26019529,,,,,
1036,愛知県,設楽町,55223,323,4.26019529,,,,,
1037,愛知県,東栄町,55223,323,4.26019529,,,,,
1038,愛知県,豊根村,55223,323,4.26019529,,,,,
1039,三重県,津市,47124,700,3.394026422,,,,,
1040,三重県,四日市市,47124,700,3.394026422,,,,,
1041,三重県,伊勢市,47124,700,3.394026422,,,,,
1042,三重県,松阪市,47124,700,3.394026422,,,,,
1043,三重県,桑名市,47124,700,3.394026422,,,,,
1044,三重県,鈴鹿市,47124,700,3.394026422,,,,,
1045,三重県,名張市,47124,700,3.394026422,,,,,
1046,三重県,尾鷲市,47124,700,3.394026422,,,,,
1047,三重県,亀山市,47124,700,3.394026422,,,,,
1048,三重県,鳥羽市,47124,700,3.394026422,,,,,
1049,三重県,熊野市,47124,700,3.394026422,,,,,
1050,三重県,いなべ市,47124,700,3.394026422,,,,,
1051,三重県,志摩市,47124,700,3.394026422,,,,,
1052,三重県,伊賀市,47124,700,3.394026422,,,,,
1053,三重県,木曽岬町,47124,700,3.394026422,,,,,
1054,三重県,東員町,47124,700,3.394026422,,,,,
1055,三重県,菰野町,47124,700,3.394026422,,,,,
1056,三重県,朝日町,47124,700,3.394026422,,,,,
1057,三重県,川越町,47124,700,3.394026422,,,,,
1058,三重県,多気町,47124,700,3.394026422,,,,,
1059,三重県,明和町,47124,700,3.394026422,,,,,
1060,三重県,大台町,47124,700,3.394026422,,,,,
1061,三重県,玉城町,47124,700,3.394026422,,,,,
1062,三重県,度会町,47124,700,3.394026422,,,,,
1063,三重県,大紀町,47124,700,3.394026422,,,,,
1064,三重県,南伊勢町,47124,700,3.394026422,,,,,
1065,三重県,紀北町,47124,700,3.394026422,,,,,
1066,三重県,御浜町,47124,700,3.394026422,,,,,
1067,三重県,紀宝町,47124,700,3.394026422,,,,,
1068,滋賀県,大津市,50682,569,3.695002872,,,,,
1069,滋賀県,彦根市,50682,569,3.695002872,,,,,
1070,滋賀県,長浜市,50682,569,3.695002872,,,,,
1071,滋賀県,近江八幡市,50682,569,3.695002872,,,,,
1072,滋賀県,草津市,50682,569,3.695002872,,,,,
1073,滋賀県,守山市,50682,569,3.695002872,,,,,
1074,滋賀県,栗東市,50682,569,3.695002872,,,,,
1075,滋賀県,甲賀市,50682,569,3.695002872,,,,,
1076,滋賀県,野洲市,50682,569,3.695002872,,,,,
1077,滋賀県,湖南市,50682,569,3.695002872,,,,,
1078,滋賀県,高島市,50682,569,3.695002872,,,,,
1079,滋賀県,東近江市,50682,569,3.695002872,,,,,
1080,滋賀県,米原市,50682,569,3.695002872,,,,,
1081,滋賀県,日野町,50682,569,3.695002872,,,,,
1082,滋賀県,竜王町,50682,569,3.695002872,,,,,
1083,滋賀県,愛荘町,50682,569,3.695002872,,,,,
1084,滋賀県,豊郷町,50682,569,3.695002872,,,,,
1085,滋賀県,甲良町,50682,569,3.695002872,,,,,
1086,滋賀県,多賀町,50682,569,3.695002872,,,,,
1087,京都府,京都市,57170,297,4.319931074,,,,,
1088,京都府,福知山市,57170,297,4.319931074,,,,,
1089,京都府,舞鶴市,57170,297,4.319931074,,,,,
1090,京都府,綾部市,57170,297,4.319931074,,,,,
1091,京都府,宇治市,57170,297,4.319931074,,,,,
1092,京都府,宮津市,57170,297,4.319931074,,,,,
1093,京都府,亀岡市,57170,297,4.319931074,,,,,
1094,京都府,城陽市,57170,297,4.319931074,,,,,
1095,京都府,向日市,57170,297,4.319931074,,,,,
1096,京都府,長岡京市,57170,297,4.319931074,,,,,
1097,京都府,八幡市,57170,297,4.319931074,,,,,
1098,京都府,京田辺市,57170,297,4.319931074,,,,,
1099,京都府,京丹後市,57170,297,4.319931074,,,,,
1100,京都府,南丹市,57170,297,4.319931074,,,,,
1101,京都府,木津川市,57170,297,4.319931074,,,,,
1102,京都府,大山崎町,57170,297,4.319931074,,,,,
1103,京都府,久御山町,57170,297,4.319931074,,,,,
1104,京都府,井手町,57170,297,4.319931074,,,,,
1105,京都府,宇治田原町,57170,297,4.319931074,,,,,
1106,京都府,笠置町,57170,297,4.319931074,,,,,
1107,京都府,和束町,57170,297,4.319931074,,,,,
1108,京都府,精華町,57170,297,4.319931074,,,,,
1109,京都府,南山城村,57170,297,4.319931074,,,,,
1110,京都府,京丹波町,57170,297,4.319931074,,,,,
1111,京都府,伊根町,57170,297,4.319931074,,,,,
1112,京都府,与謝野町,57170,297,4.319931074,,,,,
1113,大阪府,大阪市,59227,213,4.512923607,,,,,
1114,大阪府,堺市,59227,213,4.512923607,,,,,
1115,大阪府,岸和田市,59227,213,4.512923607,,,,,
1116,大阪府,豊中市,59227,213,4.512923607,,,,,
1117,大阪府,池田市,59227,213,4.512923607,,,,,
1118,大阪府,吹田市,59227,213,4.512923607,,,,,
1119,大阪府,泉大津市,59227,213,4.512923607,,,,,
1120,大阪府,高槻市,59227,213,4.512923607,,,,,
1121,大阪府,貝塚市,59227,213,4.512923607,,,,,
1122,大阪府,守口市,59227,213,4.512923607,,,,,
1123,大阪府,枚方市,59227,213,4.512923607,,,,,
1124,大阪府,茨木市,59227,213,4.512923607,,,,,
1125,大阪府,八尾市,59227,213,4.512923607,,,,,
1126,大阪府,泉佐野市,59227,213,4.512923607,,,,,
1127,大阪府,富田林市,59227,213,4.512923607,,,,,
1128,大阪府,寝屋川市,59227,213,4.512923607,,,,,
1129,大阪府,河内長野市,59227,213,4.512923607,,,,,
1130,大阪府,松原市,59227,213,4.512923607,,,,,
1131,大阪府,大東市,59227,213,4.512923607,,,,,
1132,大阪府,和泉市,59227,213,4.512923607,,,,,
1133,大阪府,箕面市,59227,213,4.512923607,,,,,
1134,大阪府,柏原市,59227,213,4.512923607,,,,,
1135,大阪府,羽曳野市,59227,213,4.512923607,,,,,
1136,大阪府,門真市,59227,213,4.512923607,,,,,
1137,大阪府,摂津市,59227,213,4.512923607,,,,,
1138,大阪府,高石市,59227,213,4.512923607,,,,,
1139,大阪府,藤井寺市,59227,213,4.512923607,,,,,
1140,大阪府,東大阪市,59227,213,4.512923607,,,,,
1141,大阪府,泉南市,59227,213,4.512923607,,,,,
1142,大阪府,四條畷市,59227,213,4.512923607,,,,,
1143,大阪府,交野市,59227,213,4.512923607,,,,,
1144,大阪府,大阪狭山市,59227,213,4.512923607,,,,,
1145,大阪府,阪南市,59227,213,4.512923607,,,,,
1146,大阪府,島本町,59227,213,4.512923607,,,,,
1147,大阪府,豊能町,59227,213,4.512923607,,,,,
1148,大阪府,能勢町,59227,213,4.512923607,,,,,
1149,大阪府,忠岡町,59227,213,4.512923607,,,,,
1150,大阪府,熊取町,59227,213,4.512923607,,,,,
1151,大阪府,田尻町,59227,213,4.512923607,,,,,
1152,大阪府,岬町,59227,213,4.512923607,,,,,
1153,大阪府,太子町,59227,213,4.512923607,,,,,
1154,大阪府,河南町,59227,213,4.512923607,,,,,
1155,大阪府,千早赤阪村,59227,213,4.512923607,,,,,
1156,兵庫県,神戸市,57845,256,4.41412981,,,,,
1157,兵庫県,姫路市,57845,256,4.41412981,,,,,
1158,兵庫県,尼崎市,57845,256,4.41412981,,,,,
1159,兵庫県,明石市,57845,256,4.41412981,,,,,
1160,兵庫県,西宮市,57845,256,4.41412981,,,,,
1161,兵庫県,洲本市,57845,256,4.41412981,,,,,
1162,兵庫県,芦屋市,57845,256,4.41412981,,,,,
1163,兵庫県,伊丹市,57845,256,4.41412981,,,,,
1164,兵庫県,相生市,57845,256,4.41412981,,,,,
1165,兵庫県,豊岡市,57845,256,4.41412981,,,,,
1166,兵庫県,加古川市,57845,256,4.41412981,,,,,
1167,兵庫県,赤穂市,57845,256,4.41412981,,,,,
1168,兵庫県,西脇市,57845,256,4.41412981,,,,,
1169,兵庫県,宝塚市,57845,256,4.41412981,,,,,
1170,兵庫県,三木市,57845,256,4.41412981,,,,,
1171,兵庫県,高砂市,57845,256,4.41412981,,,,,
1172,兵庫県,川西市,57845,256,4.41412981,,,,,
1173,兵庫県,小野市,57845,256,4.41412981,,,,,
1174,兵庫県,三田市,57845,256,4.41412981,,,,,
1175,兵庫県,加西市,57845,256,4.41412981,,,,,
1176,兵庫県,丹波篠山市,57845,256,4.41412981,,,,,
1177,兵庫県,養父市,57845,256,4.41412981,,,,,
1178,兵庫県,丹波市,57845,256,4.41412981,,,,,
1179,兵庫県,南あわじ市,57845,256,4.41412981,,,,,
1180,兵庫県,朝来市,57845,256,4.41412981,,,,,
1181,兵庫県,淡路市,57845,256,4.41412981,,,,,
1182,兵庫県,宍粟市,57845,256,4.41412981,,,,,
1183,兵庫県,加東市,57845,256,4.41412981,,,,,
1184,兵庫県,たつの市,57845,256,4.41412981,,,,,
1185,兵庫県,猪名川町,57845,256,4.41412981,,,,,
1186,兵庫県,多可町,57845,256,4.41412981,,,,,
1187,兵庫県,稲美町,57845,256,4.41412981,,,,,
1188,兵庫県,播磨町,57845,256,4.41412981,,,,,
1189,兵庫県,市川町,57845,256,4.41412981,,,,,
1190,兵庫県,福崎町,57845,256,4.41412981,,,,,
1191,兵庫県,神河町,57845,256,4.41412981,,,,,
1192,兵庫県,太子町,57845,256,4.41412981,,,,,
1193,兵庫県,上郡町,57845,256,4.41412981,,,,,
1194,兵庫県,佐用町,57845,256,4.41412981,,,,,
1195,兵庫県,香美町,57845,256,4.41412981,,,,,
1196,兵庫県,新温泉町,57845,256,4.41412981,,,,,
1197,奈良県,奈良市,51999,377,4.136128662,,,,,
1198,奈良県,大和高田市,51999,377,4.136128662,,,,,
1199,奈良県,大和郡山市,51999,377,4.136128662,,,,,
1200,奈良県,天理市,51999,377,4.136128662,,,,,
1201,奈良県,橿原市,51999,377,4.136128662,,,,,
1202,奈良県,桜井市,51999,377,4.136128662,,,,,
1203,奈良県,五條市,51999,377,4.136128662,,,,,
1204,奈良県,御所市,51999,377,4.136128662,,,,,
1205,奈良県,生駒市,51999,377,4.136128662,,,,,
1206,奈良県,香芝市,51999,377,4.136128662,,,,,
1207,奈良県,葛城市,51999,377,4.136128662,,,,,
1208,奈良県,宇陀市,51999,377,4.136128662,,,,,
1209,奈良県,山添村,51999,377,4.136128662,,,,,
1210,奈良県,平群町,51999,377,4.136128662,,,,,
1211,奈良県,三郷町,51999,377,4.136128662,,,,,
1212,奈良県,斑鳩町,51999,377,4.136128662,,,,,
1213,奈良県,安堵町,51999,377,4.136128662,,,,,
1214,奈良県,川西町,51999,377,4.136128662,,,,,
1215,奈良県,三宅町,51999,377,4.136128662,,,,,
1216,奈良県,田原本町,51999,377,4.136128662,,,,,
1217,奈良県,曽爾村,51999,377,4.136128662,,,,,
1218,奈良県,御杖村,51999,377,4.136128662,,,,,
1219,奈良県,高取町,51999,377,4.136128662,,,,,
1220,奈良県,明日香村,51999,377,4.136128662,,,,,
1221,奈良県,上牧町,51999,377,4.136128662,,,,,
1222,奈良県,王寺町,51999,377,4.136128662,,,,,
1223,奈良県,広陵町,51999,377,4.136128662,,,,,
1224,奈良県,河合町,51999,377,4.136128662,,,,,
1225,奈良県,吉野町,51999,377,4.136128662,,,,,
1226,奈良県,大淀町,51999,377,4.136128662,,,,,
1227,奈良県,下市町,51999,377,4.136128662,,,,,
1228,奈良県,黒滝村,51999,377,4.136128662,,,,,
1229,奈良県,天川村,51999,377,4.136128662,,,,,
1230,奈良県,野迫川村,51999,377,4.136128662,,,,,
1231,奈良県,十津川村,51999,377,4.136128662,,,,,
1232,奈良県,下北山村,51999,377,4.136128662,,,,,
1233,奈良県,上北山村,51999,377,4.136128662,,,,,
1234,奈良県,川上村,51999,377,4.136128662,,,,,
1235,奈良県,東吉野村,51999,377,4.136128662,,,,,
1236,和歌山県,和歌山市,42054,1521,1.507754164,,,,,
1237,和歌山県,海南市,42054,1521,1.507754164,,,,,
1238,和歌山県,橋本市,42054,1521,1.507754164,,,,,
1239,和歌山県,有田市,42054,1521,1.507754164,,,,,
1240,和歌山県,御坊市,42054,1521,1.507754164,,,,,
1241,和歌山県,田辺市,42054,1521,1.507754164,,,,,
1242,和歌山県,新宮市,42054,1521,1.507754164,,,,,
1243,和歌山県,紀の川市,42054,1521,1.507754164,,,,,
1244,和歌山県,岩出市,42054,1521,1.507754164,,,,,
1245,和歌山県,紀美野町,42054,1521,1.507754164,,,,,
1246,和歌山県,かつらぎ町,42054,1521,1.507754164,,,,,
1247,和歌山県,九度山町,42054,1521,1.507754164,,,,,
1248,和歌山県,高野町,42054,1521,1.507754164,,,,,
1249,和歌山県,湯浅町,42054,1521,1.507754164,,,,,
1250,和歌山県,広川町,42054,1521,1.507754164,,,,,
1251,和歌山県,有田川町,42054,1521,1.507754164,,,,,
1252,和歌山県,美浜町,42054,1521,1.507754164,,,,,
1253,和歌山県,日高町,42054,1521,1.507754164,,,,,
1254,和歌山県,由良町,42054,1521,1.507754164,,,,,
1255,和歌山県,印南町,42054,1521,1.507754164,,,,,
1256,和歌山県,みなべ町,42054,1521,1.507754164,,,,,
1257,和歌山県,日高川町,42054,1521,1.507754164,,,,,
1258,和歌山県,白浜町,42054,1521,1.507754164,,,,,
1259,和歌山県,上富田町,42054,1521,1.507754164,,,,,
1260,和歌山県,すさみ町,42054,1521,1.507754164,,,,,
1261,和歌山県,那智勝浦町,42054,1521,1.507754164,,,,,
1262,和歌山県,太地町,42054,1521,1.507754164,,,,,
1263,和歌山県,古座川町,42054,1521,1.507754164,,,,,
1264,和歌山県,北山村,42054,1521,1.507754164,,,,,
1265,和歌山県,串本町,42054,1521,1.507754164,,,,,
1266,鳥取県,鳥取市,42577,1449,1.673176335,,,,,
1267,鳥取県,米子市,42577,1449,1.673176335,,,,,
1268,鳥取県,倉吉市,42577,1449,1.673176335,,,,,
1269,鳥取県,境港市,42577,1449,1.673176335,,,,,
1270,鳥取県,岩美町,42577,1449,1.673176335,,,,,
1271,鳥取県,若桜町,42577,1449,1.673176335,,,,,
1272,鳥取県,智頭町,42577,1449,1.673176335,,,,,
1273,鳥取県,八頭町,42577,1449,1.673176335,,,,,
1274,鳥取県,三朝町,42577,1449,1.673176335,,,,,
1275,鳥取県,湯梨浜町,42577,1449,1.673176335,,,,,
1276,鳥取県,琴浦町,42577,1449,1.673176335,,,,,
1277,鳥取県,北栄町,42577,1449,1.673176335,,,,,
1278,鳥取県,日吉津村,42577,1449,1.673176335,,,,,
1279,鳥取県,大山町,42577,1449,1.673176335,,,,,
1280,鳥取県,南部町,42577,1449,1.673176335,,,,,
1281,鳥取県,伯耆町,42577,1449,1.673176335,,,,,
1282,鳥取県,日南町,42577,1449,1.673176335,,,,,
1283,鳥取県,日野町,42577,1449,1.673176335,,,,,
1284,鳥取県,江府町,42577,1449,1.673176335,,,,,
1285,島根県,松江市,42577,1449,1.673176335,,,,,
1286,島根県,浜田市,42577,1449,1.673176335,,,,,
1287,島根県,出雲市,42577,1449,1.673176335,,,,,
1288,島根県,益田市,42577,1449,1.673176335,,,,,
1289,島根県,大田市,42577,1449,1.673176335,,,,,
1290,島根県,安来市,42577,1449,1.673176335,,,,,
1291,島根県,江津市,42577,1449,1.673176335,,,,,
1292,島根県,雲南市,42577,1449,1.673176335,,,,,
1293,島根県,奥出雲町,42577,1449,1.673176335,,,,,
1294,島根県,飯南町,42577,1449,1.673176335,,,,,
1295,島根県,川本町,42577,1449,1.673176335,,,,,
1296,島根県,美郷町,42577,1449,1.673176335,,,,,
1297,島根県,邑南町,42577,1449,1.673176335,,,,,
1298,島根県,津和野町,42577,1449,1.673176335,,,,,
1299,島根県,吉賀町,42577,1449,1.673176335,,,,,
1300,島根県,海士町,42577,1449,1.673176335,,,,,
1301,島根県,西ノ島町,42577,1449,1.673176335,,,,,
1302,島根県,知夫村,42577,1449,1.673176335,,,,,
1303,島根県,隠岐の島町,42577,1449,1.673176335,,,,,
1304,岡山県,岡山市,48209,629,3.557151063,,,,,
1305,岡山県,倉敷市,48209,629,3.557151063,,,,,
1306,岡山県,津山市,48209,629,3.557151063,,,,,
1307,岡山県,玉野市,48209,629,3.557151063,,,,,
1308,岡山県,笠岡市,48209,629,3.557151063,,,,,
1309,岡山県,井原市,48209,629,3.557151063,,,,,
1310,岡山県,総社市,48209,629,3.557151063,,,,,
1311,岡山県,高梁市,48209,629,3.557151063,,,,,
1312,岡山県,新見市,48209,629,3.557151063,,,,,
1313,岡山県,備前市,48209,629,3.557151063,,,,,
1314,岡山県,瀬戸内市,48209,629,3.557151063,,,,,
1315,岡山県,赤磐市,48209,629,3.557151063,,,,,
1316,岡山県,真庭市,48209,629,3.557151063,,,,,
1317,岡山県,美作市,48209,629,3.557151063,,,,,
1318,岡山県,浅口市,48209,629,3.557151063,,,,,
1319,岡山県,和気町,48209,629,3.557151063,,,,,
1320,岡山県,早島町,48209,629,3.557151063,,,,,
1321,岡山県,里庄町,48209,629,3.557151063,,,,,
1322,岡山県,矢掛町,48209,629,3.557151063,,,,,
1323,岡山県,新庄村,48209,629,3.557151063,,,,,
1324,岡山県,鏡野町,48209,629,3.557151063,,,,,
1325,岡山県,勝央町,48209,629,3.557151063,,,,,
1326,岡山県,奈義町,48209,629,3.557151063,,,,,
1327,岡山県,西粟倉村,48209,629,3.557151063,,,,,
1328,岡山県,久米南町,48209,629,3.557151063,,,,,
1329,岡山県,美咲町,48209,629,3.557151063,,,,,
1330,岡山県,吉備中央町,48209,629,3.557151063,,,,,
1331,広島県,広島市,51544,416,4.046524986,,,,,
1332,広島県,呉市,51544,416,4.046524986,,,,,
1333,広島県,竹原市,51544,416,4.046524986,,,,,
1334,広島県,三原市,51544,416,4.046524986,,,,,
1335,広島県,尾道市,51544,416,4.046524986,,,,,
1336,広島県,福山市,51544,416,4.046524986,,,,,
1337,広島県,府中市,51544,416,4.046524986,,,,,
1338,広島県,三次市,51544,416,4.046524986,,,,,
1339,広島県,庄原市,51544,416,4.046524986,,,,,
1340,広島県,大竹市,51544,416,4.046524986,,,,,
1341,広島県,東広島市,51544,416,4.046524986,,,,,
1342,広島県,廿日市市,51544,416,4.046524986,,,,,
1343,広島県,安芸高田市,51544,416,4.046524986,,,,,
1344,広島県,江田島市,51544,416,4.046524986,,,,,
1345,広島県,府中町,51544,416,4.046524986,,,,,
1346,広島県,海田町,51544,416,4.046524986,,,,,
1347,広島県,熊野町,51544,416,4.046524986,,,,,
1348,広島県,坂町,51544,416,4.046524986,,,,,
1349,広島県,安芸太田町,51544,416,4.046524986,,,,,
1350,広島県,北広島町,51544,416,4.046524986,,,,,
1351,広島県,大崎上島町,51544,416,4.046524986,,,,,
1352,広島県,世羅町,51544,416,4.046524986,,,,,
1353,広島県,神石高原町,51544,416,4.046524986,,,,,
1354,山口県,下関市,41926,1576,1.381390006,,,,,
1355,山口県,宇部市,41926,1576,1.381390006,,,,,
1356,山口県,山口市,41926,1576,1.381390006,,,,,
1357,山口県,萩市,41926,1576,1.381390006,,,,,
1358,山口県,防府市,41926,1576,1.381390006,,,,,
1359,山口県,下松市,41926,1576,1.381390006,,,,,
1360,山口県,岩国市,41926,1576,1.381390006,,,,,
1361,山口県,光市,41926,1576,1.381390006,,,,,
1362,山口県,長門市,41926,1576,1.381390006,,,,,
1363,山口県,柳井市,41926,1576,1.381390006,,,,,
1364,山口県,美祢市,41926,1576,1.381390006,,,,,
1365,山口県,周南市,41926,1576,1.381390006,,,,,
1366,山口県,山陽小野田市,41926,1576,1.381390006,,,,,
1367,山口県,周防大島町,41926,1576,1.381390006,,,,,
1368,山口県,和木町,41926,1576,1.381390006,,,,,
1369,山口県,上関町,41926,1576,1.381390006,,,,,
1370,山口県,田布施町,41926,1576,1.381390006,,,,,
1371,山口県,平生町,41926,1576,1.381390006,,,,,
1372,山口県,阿武町,41926,1576,1.381390006,,,,,
1373,徳島県,徳島市,42893,1425,1.728317059,,,,,
1374,徳島県,鳴門市,42893,1425,1.728317059,,,,,
1375,徳島県,小松島市,42893,1425,1.728317059,,,,,
1376,徳島県,阿南市,42893,1425,1.728317059,,,,,
1377,徳島県,吉野川市,42893,1425,1.728317059,,,,,
1378,徳島県,阿波市,42893,1425,1.728317059,,,,,
1379,徳島県,美馬市,42893,1425,1.728317059,,,,,
1380,徳島県,三好市,42893,1425,1.728317059,,,,,
1381,徳島県,勝浦町,42893,1425,1.728317059,,,,,
1382,徳島県,上勝町,42893,1425,1.728317059,,,,,
1383,徳島県,佐那河内村,42893,1425,1.728317059,,,,,
1384,徳島県,石井町,42893,1425,1.728317059,,,,,
1385,徳島県,神山町,42893,1425,1.728317059,,,,,
1386,徳島県,那賀町,42893,1425,1.728317059,,,,,
1387,徳島県,牟岐町,42893,1425,1.728317059,,,,,
1388,徳島県,美波町,42893,1425,1.728317059,,,,,
1389,徳島県,海陽町,42893,1425,1.728317059,,,,,
1390,徳島県,松茂町,42893,1425,1.728317059,,,,,
1391,徳島県,北島町,42893,1425,1.728317059,,,,,
1392,徳島県,藍住町,42893,1425,1.728317059,,,,,
1393,徳島県,板野町,42893,1425,1.728317059,,,,,
1394,徳島県,上板町,42893,1425,1.728317059,,,,,
1395,徳島県,つるぎ町,42893,1425,1.728317059,,,,,
1396,徳島県,東みよし町,42893,1425,1.728317059,,,,,
1397,香川県,高松市,45282,981,2.748420448,,,,,
1398,香川県,丸亀市,45282,981,2.748420448,,,,,
1399,香川県,坂出市,45282,981,2.748420448,,,,,
1400,香川県,善通寺市,45282,981,2.748420448,,,,,
1401,香川県,観音寺市,45282,981,2.748420448,,,,,
1402,香川県,さぬき市,45282,981,2.748420448,,,,,
1403,香川県,東かがわ市,45282,981,2.748420448,,,,,
1404,香川県,三豊市,45282,981,2.748420448,,,,,
1405,香川県,土庄町,45282,981,2.748420448,,,,,
1406,香川県,小豆島町,45282,981,2.748420448,,,,,
1407,香川県,三木町,45282,981,2.748420448,,,,,
1408,香川県,直島町,45282,981,2.748420448,,,,,
1409,香川県,宇多津町,45282,981,2.748420448,,,,,
1410,香川県,綾川町,45282,981,2.748420448,,,,,
1411,香川県,琴平町,45282,981,2.748420448,,,,,
1412,香川県,多度津町,45282,981,2.748420448,,,,,
1413,香川県,まんのう町,45282,981,2.748420448,,,,,
1414,愛媛県,松山市,41680,1613,1.29638139,,,,,
1415,愛媛県,今治市,41680,1613,1.29638139,,,,,
1416,愛媛県,宇和島市,41680,1613,1.29638139,,,,,
1417,愛媛県,八幡浜市,41680,1613,1.29638139,,,,,
1418,愛媛県,新居浜市,41680,1613,1.29638139,,,,,
1419,愛媛県,西条市,41680,1613,1.29638139,,,,,
1420,愛媛県,大洲市,41680,1613,1.29638139,,,,,
1421,愛媛県,伊予市,41680,1613,1.29638139,,,,,
1422,愛媛県,四国中央市,41680,1613,1.29638139,,,,,
1423,愛媛県,西予市,41680,1613,1.29638139,,,,,
1424,愛媛県,東温市,41680,1613,1.29638139,,,,,
1425,愛媛県,上島町,41680,1613,1.29638139,,,,,
1426,愛媛県,久万高原町,41680,1613,1.29638139,,,,,
1427,愛媛県,松前町,41680,1613,1.29638139,,,,,
1428,愛媛県,砥部町,41680,1613,1.29638139,,,,,
1429,愛媛県,内子町,41680,1613,1.29638139,,,,,
1430,愛媛県,伊方町,41680,1613,1.29638139,,,,,
1431,愛媛県,松野町,41680,1613,1.29638139,,,,,
1432,愛媛県,鬼北町,41680,1613,1.29638139,,,,,
1433,愛媛県,愛南町,41680,1613,1.29638139,,,,,
1434,高知県,高知市,42170,1487,1.58587019,,,,,
1435,高知県,室戸市,42170,1487,1.58587019,,,,,
1436,高知県,安芸市,42170,1487,1.58587019,,,,,
1437,高知県,南国市,42170,1487,1.58587019,,,,,
1438,高知県,土佐市,42170,1487,1.58587019,,,,,
1439,高知県,須崎市,42170,1487,1.58587019,,,,,
1440,高知県,宿毛市,42170,1487,1.58587019,,,,,
1441,高知県,土佐清水市,42170,1487,1.58587019,,,,,
1442,高知県,四万十市,42170,1487,1.58587019,,,,,
1443,高知県,香南市,42170,1487,1.58587019,,,,,
1444,高知県,香美市,42170,1487,1.58587019,,,,,
1445,高知県,東洋町,42170,1487,1.58587019,,,,,
1446,高知県,奈半利町,42170,1487,1.58587019,,,,,
1447,高知県,田野町,42170,1487,1.58587019,,,,,
1448,高知県,安田町,42170,1487,1.58587019,,,,,
1449,高知県,北川村,42170,1487,1.58587019,,,,,
1450,高知県,馬路村,42170,1487,1.58587019,,,,,
1451,高知県,芸西村,42170,1487,1.58587019,,,,,
1452,高知県,本山町,42170,1487,1.58587019,,,,,
1453,高知県,大豊町,42170,1487,1.58587019,,,,,
1454,高知県,土佐町,42170,1487,1.58587019,,,,,
1455,高知県,大川村,42170,1487,1.58587019,,,,,
1456,高知県,いの町,42170,1487,1.58587019,,,,,
1457,高知県,仁淀川町,42170,1487,1.58587019,,,,,
1458,高知県,中土佐町,42170,1487,1.58587019,,,,,
1459,高知県,佐川町,42170,1487,1.58587019,,,,,
1460,高知県,越知町,42170,1487,1.58587019,,,,,
1461,高知県,檮原町,42170,1487,1.58587019,,,,,
1462,高知県,日高村,42170,1487,1.58587019,,,,,
1463,高知県,津野町,42170,1487,1.58587019,,,,,
1464,高知県,四万十町,42170,1487,1.58587019,,,,,
1465,高知県,大月町,42170,1487,1.58587019,,,,,
1466,高知県,三原村,42170,1487,1.58587019,,,,,
1467,高知県,黒潮町,42170,1487,1.58587019,,,,,
1468,福岡県,北九州市,51176,474,3.913268237,,,,,
1469,福岡県,福岡市,51176,474,3.913268237,,,,,
1470,福岡県,大牟田市,51176,474,3.913268237,,,,,
1471,福岡県,久留米市,51176,474,3.913268237,,,,,
1472,福岡県,直方市,51176,474,3.913268237,,,,,
1473,福岡県,飯塚市,51176,474,3.913268237,,,,,
1474,福岡県,田川市,51176,474,3.913268237,,,,,
1475,福岡県,柳川市,51176,474,3.913268237,,,,,
1476,福岡県,八女市,51176,474,3.913268237,,,,,
1477,福岡県,筑後市,51176,474,3.913268237,,,,,
